minds,title,397-641-644-840-8406-9162-11000,M5320
iliad,title,403-404-405-406-407-408-409-555-1801-3356-3357-5905-5906-8537-8538-8539-8582,I4300
odyssey,title,406-410-411-412-413-414-1801-2159-3353-3358-4792-5329-6495-6816-6986-6987-7011-7012-7014-8540-8769-8776-9170-9520,O3200
essential,title,409-1636-1703-2456-3261-3455-4034-6647-6731-6789-6896-7238-7273-7734-7744-8476-8746-8806-9049-9053-9084-9085-9092-9096-9101-9479-10378-11015,E2534
aeneid,title,415-416-3547-3548-3549-3550-3551-8535-8536-10771,A5300
eclogues,title,416-418-7157,E2420
georgics,title,416-418-7155,G6200
eclogue,title,417,E2420
paul,title,419-749-1335-2774-7455-8131-8335-9056-10336-11081,P4000
kirks,title,419,K6200
championship,title,419,C5152
barbecue,title,419,B6120
sauces,title,419-419,S2000
makeyourown,title,419,M2650
marinades,title,419,M6532
dry,title,419-1282-2486-7789-8412,D6000
rubs,title,419-419,R1200
wet,title,419,W3000
mops,title,419,M1200
salsas,title,419,S4200
pelican,title,420-2745-8451,P4250
shakespeare,title,420-2434-2435-2745-3570-4800-5016-5646-6411-8446-8447-8448-8449-8460-8462-8462-9263-9726-10375-10378-10382-10383-10384-10385-10385-10388-10471,S2160
works,title,421-423-528-536-802-960-1100-1521-1772-2559-2566-2567-3330-3374-3534-4348-4679-4899-5063-5281-6524-6817-7148-7149-7150-7151-7154-7217-7513-7997-8021-8115-8305-8494-8796-9255-9525-9686-10240-10382-10643-10946,W6200
hamlet,title,422-431-432-433-1949-3580-3582-4962-5141-6635-7109-8627-8628-8629-8630-9416-9418-9419,H5430
compleat,title,423,C5143
wllm,title,423,W4500
shkspr,title,423,S2160
abridged,title,423-1794-7818,A1632
pilgrimage,title,424-4611-4973,P4265
ancient,title,424-556-559-661-1367-2703-2778-4977-5316-5541-5990-6658-6962-7015-7016-7022-7084-8286-8293-9158-9476-9523,A5253
wisdom,title,424-902-1810-1824-2279-2286-3399-5596-5685-7886-8649-9529-10966,W2350
valkyries,title,425-1189,V4262
warrior,title,426-698-699-2497-5227-5228-7192-7414-7632-8039-8645-9236-10064-10065,W6000
light,title,426-1614-2971-3123-3498-3864-3896-3902-3903-4013-4041-4252-4916-5100-5325-5326-5840-5944-6154-7459-7460-7461-7462-7463-7463-7465-7465-7690-7813-7817-7830-7904-8473-8913-9128-9206-10356,L2300
zahir,title,427,Z6000
river,title,428-1125-1483-1676-1978-2532-2736-2906-3408-3848-3848-3849-3849-3850-3850-3851-3851-4972-5775-5776-6559-6560-6662-6724-7292-7324-7439-7787-7790-7791-8386-9600-10823-11019,R1600
piedra,title,428-988,P3600
sat,title,428-6809-6809,S3000
wept,title,428-5659,W1300
fifth,title,429-6398,F1300
mountain,title,429-517-883-2460-2738-2915-2952-2953-4158-5136-5707-6739-6740-7838-8533-9342-10280-10280-10479,M5350
veronika,title,430,V6520
decides,title,430,D2320
die,title,430-877-977-977-1013-1176-1641-1642-1708-1978-2725-3094-3137-3630-4154-4155-4859-5418-5479-5856-6221-6617-6736-6764-6976-8738-8759-8997-9519-9528-9755-9785-10346-10347-10676-10676-10999-11093-11094-11095,D0000
shakespeares,title,432-433-1950-2432-3590-5016-6411-8461-8464-8465-8467-8634-10376-10380-10463-10981,S2162
hamlets,title,434-3581,H5432
mill,title,434-5600-9385-10825-10992,M4000
essay,title,434-4637-5414-7158-7159-7453-10591-10863,E2000
investigating,title,434,I5123
origins,title,434-922-2510-4500-5182-5592-5994-5999-6000-6002-6003-6004-6005-6006-6007-6746-7008-8389-8406-8600-9486-10338,O6252
human,title,434-436-564-610-611-903-1284-1650-2063-2065-2442-2465-2772-3210-3374-3374-3438-3462-4480-5022-5100-5607-5646-6004-6039-6097-6701-6791-6967-7169-7170-7511-8216-8217-8387-8389-8409-8646-9324-9536-9613-10284-10609,H5000
knowledge,title,434-576-921-6093-6468-6589-6974-7072-7734,K5432
its,title,434-661-694-700-837-1865-1869-2510-3122-3332-4214-4971-5178-5179-5398-5401-6592-6726-6726-7792-7838-8111-8112-8280-8388-8388-8654-8654-8860-9018-9513-9513-9513-9601-10130-10440-10586-10592,I3200
transmission,title,434,T6525
myth,title,434-730-3415-4205-4516-4641-4835-4876-6267-7286-7289-8801-9129-9130-9454-9912-10577,M3000
bk,title,435-437-440,B2000
translation,title,439-812-2045-2828-4351-4772-5281-7128-7287-8536-8847-10771-10968,T6524
backgrounds,title,439-796-4772-4776-8199,B2653
interpretations,title,439-1431-6203-6229,I5361
thucydides,title,441-7108,T2320
commentary,title,441-550-5650-5650-7254,C5360
euripides,title,442-443-444-445-447-448-456-462-463-466-467-551-3684-7001,E6132
alcestis,title,442-450-459-3684-7001,A4232
medea,title,442-449-450-451-454-461-462-463-7001-9518,M3000
heracleidae,title,442,H6243
hippolytus,title,442-455-458,H1432
electra,title,443-460-463-482-489-490-3345,E4236
phoenician,title,443-454-465-3684,P5250
bacchae,title,443-452-454-456-551-7001,B2000
iv,title,444-1364-3318-3590-3591-6494-6957-6957-6966-8415-8416-8417-8418-8420-8421-8422-9212,I1000
rhesus,title,444-3684,R2000
suppliant,title,444-460-469-481,S1453
orestes,title,444-457-465,O6232
iphigenia,title,444-448-464-466-3684,I1250
aulis,title,444-466-3684,A4200
grief,title,445-2350-2357-6934-8340,G6100
lessons,title,445-980-1712-1864-2874-3671-6212-8119-9220-9441-9652-10108-10132-10518-10949,L2520
four,title,445-495-505-604-1624-1814-1860-1891-2292-2307-2869-2909-3023-3024-3162-3182-3772-3991-4727-4729-4731-5104-5105-5221-5624-5819-6264-6635-7480-7995-8514-9042-9477-9907-10268-10585-10898,F6000
plays,title,445-446-449-452-454-457-473-483-484-486-487-488-489-491-492-495-496-497-500-504-508-2134-2138-2142-2160-2715-3311-3312-3314-3319-3323-3343-3345-3410-3411-4121-4369-4529-4958-4962-5126-5127-5461-5466-6305-6306-6307-7001-7118-8421-8889-9715-10259-10281-10378,P4200
ten,title,446-2178-4241-5332-6172-8232-8305-9900-10159-11065,T5000
iii,title,447-5118-6834-9011-9108-10110-10386,I0000
hecuba,title,447-458,H2100
andromache,title,447-458,A5365
trojan,title,447-455-464-962-7118-8540,T6250
ion,title,447-464,I5000
greek,title,447-466-467-469-476-482-493-557-558-963-3355-6239-6244-6686-7113-7118-7143-7146-8287-8297-8890-9203,G6200
tragedies,title,447-467-469-476-482-963-8890,T6232
cyclops,title,448-450-10291,C2412
heracles,title,448-458-460-4205,H6242
tauris,title,448,T6200
helen,title,448-465,H4500
bakkhai,title,453,B2000
communion,title,456-2997-8563,C5000
rite,title,456,R3000
taurians,title,464,T6520
companions,title,466-731,C5152
roman,title,466-5376-5377-5378-5379-5381-5680-6244-7094,R5000
tragedy,title,466-556-557-847-848-849-850-851-852-853-3005-3373-4924-5131-9486-9582,T6230
aeschylus,title,468-469-475-476-477-479,A2420
oresteia,title,468-470-471-472-474-475-477-478-480,O6230
agamemnon,title,468-471-475-478-480-7118,A2500
libation,title,468-471-475,L1350
bearers,title,468-471-475,B6200
eumenides,title,468-471-475-478,E5320
maidens,title,469-481,M3520
persians,title,469-479-481,P6252
thebes,title,469-479-481,T1200
prometheus,title,469-473-479-481-5115-7118-7447,P6532
bound,title,469-473-479-481-7118-7307-9306-9412,B5300
student,title,477-789-4657-5539-8232,S3530
landmarks,title,477,L5356
choephoroe,title,478,C1600
everymans,title,478-488-628-764-4954,E1652
library,title,478-488-506-613-628-764-797-895-2086-2087-4065-4528-4954-5141-5671-5988-6356-6532-6814-7143-7144-7145-7146-7809-8018-8149-8328-8889-9319-10072-10244-10344,L1600
suppliants,title,479,S1453
libationbearers,title,480,L1351
furies,title,480-7636,F6200
sophocles,title,482-483-492-8890,S1242
ajax,title,482-11108,A2000
trachis,title,482,T6200
philoctetes,title,482,P4232
oedipus,title,483-483-483-485-485-485-486-486-490-491-492-493-494-10128-10281-10281,O3120
king,title,483-486-494-747-1553-1984-2568-2673-2844-2845-2845-2853-2856-2857-2861-2863-2863-3159-3162-3248-3312-3485-3560-3561-3562-3563-3591-3879-3888-3914-4113-4256-4257-4264-4271-4278-4326-4397-4766-5130-5131-5232-5852-6131-6318-6577-6749-7166-7515-8134-8411-8418-8506-8513-8611-8612-8613-8889-8981-8993-9586-9897-9972-10064-10111-10387-10458-10515-10685-10685-10833,K5200
colonus,title,483-485-486-8889-10281,C4520
antigone,title,483-485-486-490-552-553-8889-10281,A5325
rex,title,485-491-493-1566-10127-10281,R2000
theban,title,486-487-488-491-8889-10281,T1500
kingn,title,490,K5250
clouds,title,495-499-502-503-507-961-7343,C4320
birds,title,495-499-505-507-512-619-961-997-1712-2888-2998-4241-4403-4714-5446-7045-10504,B6320
lysistrata,title,495-496-500-505-507-509-511-621,L2363
frogs,title,495-504-505-506-507-620-6947,F6200
aristophanes,title,496-498-499-507-508-622-625-961,A6231
thesmophoria,title,496,T2516
assemblywomen,title,496-506,A2514
acharnians,title,498-501,A2652
celebrating,title,498,C4163
ladies,title,498-505-1001-1957-1957-1958-1959-1959-1960-1964-1965-1965-1966-1967-1968-1969-1969-4421-7309-7382-7794-8923,L3200
wealth,title,498-506-512-4123-6821-6822-10246,W4300
wasps,title,499-503-504-961-1315,W2120
poet,title,504-3398-5227-5755-8250-8457,P3000
comedies,title,505,C5320
loeb,title,506-6532,L1000
classical,title,506-1367-2498-2514-3357-6532-6669-6929-7153-7158-7159-8273-8283-8889-9451,C4240
athens,title,508-5284,A3520
introduction,title,508-535-575-729-1465-2782-3273-3672-3702-4072-4847-5052-5053-5056-5240-5242-5415-6127-6183-6185-6732-6733-6878-6984-7709-8276-8284-8289-9454-9620-9850-9850-10599,I5363
knights,title,512-5636-5637-8937-9097-9097,K5232
assembly,title,512-623-2692,A2514
genres,title,513-9947,G5620
dialogue,title,513-4195-4196-4197-6819-7978-9212,D4200
construct,title,513,C5236
curious,title,514-1009-1010-1011-1610-3329-3438-4667-4843-6494-9615-10552-10956,C6200
incident,title,514-1009-1010-1011-9068-9716-10552,I5235
nighttime,title,514-1009-1010-1011-10239-10552,N2350
gardener,title,515,G6356
twelfth,title,516-3575-3576-3577-5016-7436-10463-10464,T4130
brokeback,title,517,B6212
done,title,518-519-766-788-5096-8701,D5000
stressfree,title,518-6780,S3621
productivity,title,518-788,P6323
charge,title,519-10921,C6200
formas,title,520,F6520
breves,title,520,B6120
aultimo,title,521,A4350
lector,title,521,L2360
burn,title,522,B6500
respiraciaon,title,523,R2162
artificial,title,523-7188,A6312
plata,title,524,P4300
quemada,title,524,Q5300
government,title,525-526-4695-4746-4747-4748-8655-10931,G1653
continuity,title,525-526-4746-4747-4748,C5353
change,title,525-526-794-1730-3473-4746-4747-4748-4764-4872-4927-6007-6215-6927-7503-8017-8158-8848-9220-9369-10068,C5200
alternate,title,525,A4365
edition,title,525-811-934-1458-1615-1876-2730-3171-3564-4284-4351-4407-4695-4748-5318-5539-6247-6410-6475-6524-7019-7295-7772-8309-9139-9654,E3500
essentials,title,526-2020-4747-5422-9018,E2534
texas,title,526-1154-1154-4748-7921-7921-7942-8943-9077-9544-10182,T2000
taunel,title,527,T5400
confessions,title,528-533-2550-3237-3475-4907-5249-5392-5528-6099-6154-6769-6814-7058-7095-8934-9977,C5125
saint,title,528-534-2140-2747-3360-4436-6814-6823-6824-6941-6949-7217-9757,S5300
augustine,title,528-530-531-534-535-536-6775-6814-6940-6941-7083-7217-7273-8037-11058,A2350
enchiridion,title,530-6532,E5263
faith,title,530-583-642-1620-2503-2539-2938-3203-3435-4028-4050-4234-4305-5155-6320-6787-7202-7203-7661-8406-9556-10069-10134-10861-10866-10867,F3000
hippo,title,531,H1000
doctrine,title,532,D2365
very,title,535-1414-1778-3702-3754-4811-5415-6733-7491-9454-10952,V6000
genesis,title,536-536-2220-2221-2225-4319-10339,G5200
refutation,title,536,R1350
manichees,title,536,M5200
unfinished,title,536-895-1280-6502-9729,U5152
literal,title,536,L3640
meaning,title,536-719-1201-1202-4022-4139-4844-5183-5988-6932-6933-7509-9754-10597,M5200
st,title,536-1168-1335-1446-2787-3379-6220-6775-6940-7700-8037-9773-9782,S3000
confidential,title,537-8648,C5135
culinary,title,537-4268-8218-8648,C4560
underbelly,title,537-8648,U5361
confesiones,title,538,C5125
chef,title,538,C1000
metamorphoses,title,539-540-541-542-543-547-548,M3561
ovid,title,539-544-549,O1300
ovids,title,542-543,O1320
via,title,544-549,V0000
course,title,544-4840-7510,C6200
exile,title,546-2961-3266-4364-5718-10110-10201-10278,E2400
tristia,title,546,T6230
ixxv,title,547,I2100
iviii,title,548,I1000
workbook,title,549-696-1748-3098-3714-5495-6159-7026-7562,W6212
tibullus,title,550,T1420
dionysiac,title,551,D5200
poetics,title,551-3670-3671-5198,P3200
objectoriented,title,554,O1236
c,title,554-6983-6985-7044-7246-7247-7248-7258-7259-7261-7262-7263-7934-7947-7997-8112-9169,C0000
shapes,title,556,S1200
lives,title,556-698-709-1761-3006-3010-3121-3244-3438-3907-3953-4024-4411-4508-5602-5608-6699-8093-8164-8259-8895-8895-9060-9061-9246-9950-10130-10266-10744-11058-11059,L1200
needs,title,558-4845,N3200
contests,title,558,C5323
hellenism,title,558,H4525
foucaults,title,559-4937,F2432
virginity,title,559,V6253
erotic,title,559-2287-7168-7307,E6320
sexuality,title,559-575-576-577-610,S2430
stanford,title,559,S3516
memorial,title,559,M5640
lecture,title,559,L2360
return,title,560-2440-2441-2586-3105-3353-3842-4256-4257-4264-4271-4275-4278-6082-6083-6085-6460-7286-7515-7763-7936-8503-8504-8505-8549-9017-9324-9889-9899,R3650
quetzalcoatl,title,560,Q3242
breaking,title,561-637-3474-5469-9783-10964,B6252
open,title,561-987-1493-1804-1943-2800-4025-4832-6046-6067-7690-10364,O1500
head,title,561-1847-3049-8944-9629-10369,H3000
psychedelic,title,561,P2342
shamanism,title,561-7284,S5250
them,title,562-2660-3223-3236-3713-4101-6255-6856-8673-8979-9442-9709-9914-10344,T5000
extremists,title,562-9442,E2365
stare,title,563,S3600
goats,title,563,G3200
germs,title,564,G6520
steel,title,564,S3400
fates,title,564-1434,F3200
caught,title,565-5702,C2300
surfers,title,565-2927-10949,S6162
california,title,565-3013-5502-6518-6519,C4165
coast,title,565-3693-3693-6121-9340-10171-10287,C2300
wild,title,566-567-568-569-570-571-572-1891-1892-2345-2357-2373-2656-2657-3063-3872-4502-4503-4504-4609-4893-5420-5461-5885-6359-7265-7266-7267-7268-7268-7292-9201-9488-9489-9490-9491-9545-9650-9854-9855-9856-10090-10140-10173-10558-10562-10701-11101,W4300
discovering,title,567-4457-7750-9445-9717,D2165
mans,title,567-1201-1202-3408-3996-4394-4533-4566-4882-5143-5432-6932-6933-7303-7604-8006-8701-10318-10686-10687,M5200
swans,title,568-2656-2657-9957-11058-11059,S5200
china,title,568-1127-1377-2656-4634,C5000
corey,title,569-8770-8772,C6000
born,title,570-5771-8110-9153-9229-9229-9421-9785,B6500
be,title,570-1141-1648-1807-2081-2082-3119-3520-4494-5393-5402-5704-6011-6164-6498-6830-6880-7199-7238-7611-7633-8016-8987-9363-9847-9848-9898-10519-10627-10647-10834-10864,B0000
call,title,571-1250-1979-2015-2228-8381-8689-8689-8690-8691-8692-8693-8694-8695-8696-8696-8697-9334-9488-9489-9490-9491-9857-10120-10558-10562-11092,C4000
libraries,title,573-2830-7330,L1620
nickel,title,574,N2400
dimed,title,574,D5300
will,title,576-643-794-797-1948-2744-3119-4401-4411-4411-4872-5411-5414-5448-5786-6463-7226-7510-7511-7676-7679-8108-8258-8462-8682-8686-9263-9445-10464-11054,W4000
use,title,577-3236-5151-5994-7340-8810-8979,U2000
pleasure,title,577-1526-2929-4048-6146,P4260
making,title,578-1273-2040-2196-2314-2363-2584-2680-3908-4219-4636-4701-5166-6003-6010-6245-6916-7085-8017-9091-9091-9247-9250-9537-9705-9772-10265,M2520
pride,title,578-579-580-581-582-2048-2049-2050-2739-4163-4164-4165-4166,P6300
prejudice,title,578-579-580-581-582-4163-4164-4165-4166,P6232
under,title,583-1213-1264-1354-1909-2006-2330-3072-3345-3740-4014-4523-5606-5991-6015-6060-7134-7691-8081-8381-8407-8551-8699-8720-10522-10728,U5360
banner,title,583-9274,B5600
heaven,title,583-1008-1158-1466-1528-1645-1667-2692-2904-3863-3891-4383-6350-7937-8163-8376-8495-10041,H1500
violent,title,583,V4530
iceland,title,584,I2453
sagas,title,584,S2000
thin,title,585-5144-5145-5153-7457,T5000
air,title,585-5144-5145-5460-6700-7457-7600-8013-8402-8402-8403-8403-8404-8404-8405-8405-8951-9482-9483,A6000
personal,title,585-696-1065-1066-1345-1646-2374-2816-3714-4019-4494-6629-6720-7158-7159-7525-7615-8134-9220-10504,P6254
account,title,585-8951,A2530
mount,title,585-10628,M5300
everest,title,585-3005-5136-5137-5138-6395-6399-6400,E1623
disaster,title,585-1153-2780-3447-5862-5866-7201-9833,D2360
epic,title,586-5354-5355-5356-5357-5358-6929-9623-9753-10456-10977,E1200
survival,title,586-1254-1753-1909-3461-3715-5143-9765,S6140
siberian,title,586,S1650
arctic,title,586-4686-8143-9853,A6232
flat,title,587-1371-1528,F4300
brief,title,587-645-1160-1896-4837-4838-7492-7799-8451,B6100
twentyfirst,title,587-7789,T5316
tierra,title,588-5967,T6000
es,title,588-2411-5845-10409,E2000
plana,title,588,P4500
breve,title,588-10529,B6100
mundo,title,588-2085,M5300
globalizado,title,588,G4142
siglo,title,588,S2400
xxi,title,588,X2000
avalanche,title,589-590,A1452
jos,title,595,J2000
cities,title,597-598-599-600-601-604-709-821-1750-4773-6024-6365-7374-9223-10051,C3200
charles,title,599-604-607-608-841-1046-1540-2481-2838-6523-6934-6935-9540,C6420
dickens,title,599-604-607-608-1540-2481-2838,D2520
den,title,602-603,D5000
thieves,title,602-603-2590,T1200
cat,title,603-727-2166-2173-2177-2410-3474-3476-3478-3635-3718-4540-4641-4856-4857-4858-4859-6593-6671-7219-7624-7625-8899-9197-9339-9372-9628-9628-9815-10384-10384-10401-10660,C3000
royal,title,603-2503-2504-2506-3500-4515-7229-9213-9897-10853,R4000
expectations,title,604-795-796-4477-5042-5043,E2123
hard,title,604-1183-1544-1816-3791-4289-4307-7437-7655-9134-9146-9532-9870-9872-10023-10265,H6300
christmas,title,604-845-908-1424-1532-1534-1535-1536-1537-1538-1539-1540-1542-1542-1554-2027-2241-2301-2303-2697-3190-4066-4387-4543-4545-4862-5339-5642-5886-6206-6652-7558-8100-8137-8137-9272-9501-9501-10227-10238-10403-10403-10625,C6235
carol,title,604-1537-1538-1539-1540-1542-2394-7748-8137-9501-10227,C6400
bleak,title,605-8135,B4200
david,title,606-1244-4698-7455-7455-7970-10693-10955-11059,D1300
copperfield,title,606,C1614
jane,title,607-668-669-670-672-2764-2990-2991-2992-3819-3987-3988-3988-4162-4164-4166-5087-5250-6045-7895-8114-8115-8240-8241-8243-8244-8244-8245-8246-8249-8249-9396-9992,J5000
austen,title,607-668-669-672-4164-5250-8114-8240-8241-8243-8244-8244-8245-8246-8249,A2350
ate,title,607,A3000
knew,title,607-806-10384,K5000
fox,title,607-1888-5937-8802-8974-10891-11002-11106-11107,F2000
hunting,title,607-947-6973-9697,H5352
whistthe,title,607,W2300
facts,title,607-4259-4673-8399,F2320
daily,title,607-697-3399-6159-10777,D4000
martin,title,609-1570-8080-10458-10515,M6350
chuzzlewit,title,609,C2430
fun,title,610-1818-1893-3975-5024-5025-6755-6760-9751-9752-10872,F5000
evolution,title,610-611-638-2076-2510-4480-4973-5182-5357-6746-7169-7170-8387-9772-9997-10337,E1435
science,title,610-642-1058-1203-1288-2021-2222-2374-2448-2449-3026-3159-4188-4407-4675-4817-4836-4846-4928-4938-4977-5155-5539-5539-5946-5988-6645-6676-6967-7769-7770-8175-8208-8644-8802-8821-8918-9223-9624-9703-9973-9998-10126-10130-10158-10159-10159-10161-10166-10169-10170-10174-10260-10326-10331-10721-10856,S2520
masters,title,610-998-999-1003-1004-1005-3159-3920-3923-3931-4692-7496-8895-9717-10116-10271-10795,M2362
third,title,611-1095-1581-1859-2196-2692-4877-6302-7107-8470,T6300
chimpanzee,title,611,C5152
future,title,611-650-2876-4764-5050-6103-6419-6746-7661-7702-7790-8030-8660-8671-9586-9922-10685-10685,F3600
animal,title,611-1585-2045-2114-2313-2314-2315-2413-2817-5267-6788-7631-7724-8646-8812-8813-10891,A5400
jkrowling,title,612,J2645
schoolbooks,title,613,S2412
box,title,613-1013-3017-7331-8074-8168-8523-8567-8971-9430-10022-11048,B2000
classic,title,613-1218-1647-2308-2622-4758-5259-5422-5691-5825-6029-6244-6356-6496-7134-7730-8410-8652-9000-9043-10159-11065,C4200
hogwarts,title,613-8266-10344,H2632
school,title,613-1346-2212-2503-2504-2506-2902-2903-3116-3570-3828-3829-3830-3831-4073-4360-4360-4388-4388-4390-4390-4392-4392-4600-4657-5385-5386-5387-5388-5389-5390-5391-5645-5760-6461-7189-8878-8880-9745-9746-10274,S2400
witchcraft,title,613,W3261
wizardry,title,613-5230-10920,W2636
jk,title,614-10345,J2000
rowlings,title,614,R4520
readers,title,614-656-984-1244-1437-1476-2647-3324-4253-4837-5543-6265-7716-8544-8853-9479-9673-10383-11015,R3620
santaroga,title,616,S5362
barrier,title,616,B6000
dosadi,title,617,D2300
experiment,title,617-3644,E2165
consentiency,title,617,C5253
eyes,title,618-1491-2171-4832-5013-5864-6892-7070-8441-9398-9431-10134-11051,E2000
heisenberg,title,618,H2516
methuen,title,619,M3500
drama,title,619-1391-1392-5392-9370-9947,D6500
myths,title,622-694-828-4259-4634-5992-6244-6537-6538-6539-6686-7146-8959-9128-9406,M3200
orphic,title,622,O6120
gold,title,622-1916-2892-4038-4249-4828-8165-8373-10171-10331,G4300
tablets,title,622,T1432
literary,title,623-932-4711-5609-6267-8107-8139-8475-9429-9570-9571-9947,L3600
comoediae,title,624,C5300
acharenses,title,624,A2652
equites,title,624,E2320
nubes,title,624,N1200
vespae,title,624,V2100
pax,title,624,P2000
aves,title,624,A1200
theatre,title,625-706-4624,T3600
absurd,title,625,A1263
later,title,626-659-3290-4348-10400,L3600
lake,title,626-628-1015-2368-2457-3504-4577-4579-4597-5698-6562-6628-8873,L2000
sister,title,626-628-2463-2551-4222-6054-6466-7554-8076-8579-9238-9676-9954,S2360
goodbye,title,626-628-632-634-635-636-3068-4716-5483-9182-9393-10505,G3100
playback,title,626-628,P4120
double,title,626-749-1107-1639-3205-3607-4953-5834-5861-6923-7330-7625-7822-8383-9657-10123,D1400
indemnity,title,626,I5353
screenplay,title,626-1364-1366-1830-2182-3152-3206-6507-8484-9579-10323,S2651
essays,title,626-640-823-906-1470-1803-1818-1893-1895-2031-2032-2526-2625-2630-2634-2640-2825-3266-3270-3457-3800-3812-3986-4207-4366-4696-4699-4765-4765-5077-5175-5363-5403-5413-5607-5608-5609-5615-5684-6145-6147-6148-6446-6523-6527-7509-7510-7511-7714-7974-7976-7989-8020-8022-8171-8338-8477-8579-9712-10182-10501-10637-10644-10879,E2000
pulp,title,627,P4100
sleep,title,627-631-2163-4222-7232-7233-7444-8385-9963-10787,S4100
farewell,title,627-2621-2913-2914-4075-7468-7754,F6400
window,title,627-629-1259-1984-4716,W5300
philip,title,629-631-632-636-1646-3068-3992-3993-3994-3995-4595-4597-6033-7320-7321-7322-7323-7324-7325-9318,P4100
marlowe,title,629-631-632-636-3068-4883,M6400
murder,title,630-705-706-1061-1139-1279-1545-1781-2478-2479-2706-2727-2734-2776-2885-3365-3626-3629-3630-3645-4215-4244-4518-4520-4522-4532-4535-4546-5165-5550-5736-5783-5784-5785-5851-5866-7043-8153-8154-8154-8435-8607-8661-8662-8663-8664-8665-8667-8668-8669-8734-8738-8971-9895-9896-10042-10442-11026,M6360
evening,title,633-2771-3339-5652-7477-9946-10357,E1520
goodbyes,title,633,G3120
memories,title,634-1474-2536-3115-3195-6121-10064,M5620
father,title,634-1265-2027-2795-3031-3032-4246-5294-5916-6842-8375-9054-9072-9145-9708,F3600
ghost,title,635-712-1707-2715-3328-4637-4662-4663-5429-6741-7166-7317-7512-7695-7695-7699-8010-8865-9172-9178-9180-9180-9181-9182-9223-10235-10250,G2300
shell,title,635-9180-9180-9181-9182-9371,S4000
innocence,title,635-713-6111-9182,I5252
spell,title,637-7808-10465,S1400
religion,title,637-2576-3026-5623-5647-6795-7661-8267-8296-8589-9129,R4250
phenomenon,title,637-2287-2288,P5000
darwins,title,638-8918,D6520
dangerous,title,638-980-1445-5700-5894-6494-8310-9160,D5262
idea,title,638-980-5894-8640-9625-10598,I3000
meanings,title,638,M5200
evolves,title,639,E1412
brainstorms,title,640,B6523
philosophical,title,640-1621-1622-2288-3298-3301-5370-6827-7128-7966-9536,P4212
kinds,title,641,K5320
understanding,title,641-1293-2597-2799-4894-5811-6272-6897-6974-7503-8078-8777-8963-9626-9627-9723-10967,U5362
leaps,title,642,L1200
miracles,title,642,M6242
search,title,642-1201-1202-1203-1204-1391-1392-1527-1748-2570-2748-2927-3314-3409-3501-5187-5188-5189-5190-5191-5192-5193-5410-5554-6932-6933-7195-7369-7370-7373-7424-7512-8128-8222-9156-9157-9282-9465-9502-9556,S6200
supernatural,title,642,S1653
consolation,title,642-8272,C5243
elbow,title,643,E4100
varieties,title,643-7509,V6320
free,title,643-797-1330-1973-2548-3474-4137-4884-5723-7449-7676-7791-9592-9783-9919-10979,F6000
worth,title,643-7673-7674-10606-10607,W6300
wanting,title,643-2415,W5352
fantasies,title,644-909-4642,F5320
self,title,644-976-1391-1392-1621-2099-2321-7200-7676-9285-9464-9465-9537,S4100
briefer,title,646-7510,B6160
nutshell,title,647,N3240
created,title,648-2537-5986,C6300
integers,title,648,I5326
mathematical,title,648-9623,M3532
breakthroughs,title,648,B6236
changed,title,648-982-1645-2478-2479-2885-5851-6131-6661-6972-7142-7626-7643-8895-9223-10448-10449,C5230
stephen,title,649-651-655-2853-2856-2857-2861-2863-3159-3162-3485-4837-8506-8513-8806-9834,S3150
hawkings,title,649-651-4837,H2520
cosmos,title,649-4332-4333-5987-5989-7286-8660,C2520
explained,title,649-4817-5029-9018,E2145
spacetime,title,650,S1235
space,title,652-1394-5578-5987-5989-6031-6756-9129-10330-10433,S1200
physics,title,653-655-1029-1611-2775-2775-4808-4812-4813-4814-4815-4848-4849-4849-8494-8820-9018-9019-9619,P2000
star,title,653-1355-1364-1366-2014-2618-2644-2961-3578-4185-4251-4252-4252-4739-4804-4805-4806-4806-4810-5295-5295-5533-5899-6767-7103-7332-7333-7410-7412-7438-7476-7821-7821-8234-8270-8482-8602-8603-8978-8978-8979-8995-8997-9021-9021-9022-9022-9030-9032-9032-9033-9080-9081-9082-9083-9084-9085-9086-9087-9088-9089-9090-9091-9091-9092-9093-9094-9095-9096-9097-9097-9098-9099-9100-9101-9102-9103-9104-9105-9106-9107-9107-9107-9108-9109-9110-9111-9112-9113-9114-9115-9116-9377-9995-9997-10111-10334-10496-11028,S3600
trek,title,653-2474-4739-4804-4805-4806-4810-7103-8482-9021-9021-9022-9022-9032-9032-9033-9995-9997-10267,T6200
falconry,title,654,F4256
hawking,title,654-655,H2520
treasury,title,655-908-1796-1842-2356-2448-3988-6682-7595-7770-9706-11081,T6260
astronomy,title,655-6234-6235-6236-6237-6238-8494,A2365
mathematics,title,655-4637-4717-8301,M3532
albert,title,655-9307,A4163
einstein,title,655-2408-2935-4046-4817-4818-4819-10461,E5235
w,title,655-6256-7275-7348,W0000
annie,title,655-3430,A5000
dillard,title,655-3430,D4630
updike,title,655-3186,U1320
journals,title,657-846-1049-2726-3170-3174-4882-6361-6526-8188-8700-10110,J6542
caring,title,659,C6520
persons,title,659-8279-9158,P6252
alzheimer,title,659,A4256
disease,title,659,D2000
dementing,title,659,D5352
illnesses,title,659,I4520
